,Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
188,Barcelona - Vall Hebron,--,2.148,41.4261,,Good,0.0,,Good,0.0,,Good,0.0,01/11/2018 23:00,1541109903
189,Barcelona - Palau Reial,Good,2.1151,41.3875,,Good,0.0,,Good,0.0,23h,Good,9.0,01/11/2018 23:00,1541109903
190,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,,Good,0.0,23h,Good,7.0,01/11/2018 23:00,1541109903
191,Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,61.0,22h,Good,13.0,22h,Good,6.0,01/11/2018 23:00,1541109903
192,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,0h,Good,41.0,,Good,0.0,02/11/2018 0:00,1541113503
193,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,13.0,0h,Good,52.0,0h,Good,13.0,02/11/2018 0:00,1541113503
194,Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,19.0,0h,Good,42.0,,Good,0.0,02/11/2018 0:00,1541113503
195,Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,14.0,0h,Good,50.0,,Good,0.0,02/11/2018 0:00,1541113503
196,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,30.0,0h,Good,29.0,,Good,0.0,02/11/2018 0:00,1541113503
197,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,31.0,0h,Good,19.0,0h,Good,9.0,02/11/2018 0:00,1541113503
198,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,53.0,0h,Good,8.0,02/11/2018 0:00,1541113503
199,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,66.0,0h,Good,6.0,0h,Good,7.0,02/11/2018 0:00,1541113503
200,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,0h,Good,41.0,,Good,0.0,02/11/2018 1:00,1541117103
201,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,4.0,0h,Good,57.0,0h,Good,13.0,02/11/2018 1:00,1541117103
202,Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,20.0,0h,Good,38.0,,Good,0.0,02/11/2018 1:00,1541117103
203,Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,11.0,0h,Good,48.0,,Good,0.0,02/11/2018 1:00,1541117103
204,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,31.0,0h,Good,22.0,,Good,0.0,02/11/2018 1:00,1541117103
205,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,22.0,0h,Good,25.0,1h,Good,9.0,02/11/2018 1:00,1541117103
206,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,47.0,1h,Good,8.0,02/11/2018 1:00,1541117103
207,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,72.0,0h,Good,3.0,1h,Good,7.0,02/11/2018 1:00,1541117103
208,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,0h,--,0.0,,Good,0.0,02/11/2018 2:00,1541120703
209,Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,4.0,1h,Good,65.0,2h,Good,14.0,02/11/2018 2:00,1541120703
210,Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,28.0,1h,Good,29.0,,Good,0.0,02/11/2018 2:00,1541120703
211,Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,16.0,1h,Good,40.0,,Good,0.0,02/11/2018 2:00,1541120703
212,Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,40.0,1h,Good,15.0,,Good,0.0,02/11/2018 2:00,1541120703
213,Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,47.0,1h,Good,4.0,2h,Good,9.0,02/11/2018 2:00,1541120703
214,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,1h,Good,45.0,2h,Good,9.0,02/11/2018 2:00,1541120703
215,Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,70.0,1h,Good,3.0,1h,Good,7.0,02/11/2018 2:00,1541120703
216,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,1h,--,0.0,,Good,0.0,02/11/2018 3:00,1541124303
217,Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,10.0,2h,Good,48.0,3h,Good,14.0,02/11/2018 3:00,1541124303
218,Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,32.0,2h,Good,24.0,,Good,0.0,02/11/2018 3:00,1541124303
219,Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,27.0,2h,Good,24.0,,Good,0.0,02/11/2018 3:00,1541124303
220,Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,47.0,2h,Good,9.0,,Good,0.0,02/11/2018 3:00,1541124303
221,Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,50.0,2h,Good,2.0,3h,Good,9.0,02/11/2018 3:00,1541124303
222,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,2h,Good,41.0,3h,Good,9.0,02/11/2018 3:00,1541124303
223,Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,72.0,2h,Good,2.0,3h,Good,7.0,02/11/2018 3:00,1541124303
224,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,1h,--,0.0,,Good,0.0,02/11/2018 4:00,1541127903
225,Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,3.0,3h,Good,52.0,3h,Good,14.0,02/11/2018 4:00,1541127903
226,Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,28.0,3h,Good,25.0,,Good,0.0,02/11/2018 4:00,1541127903
227,Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,28.0,3h,Good,20.0,,Good,0.0,02/11/2018 4:00,1541127903
228,Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,41.0,3h,Good,14.0,,Good,0.0,02/11/2018 4:00,1541127903
229,Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,43.0,3h,Good,6.0,4h,Good,9.0,02/11/2018 4:00,1541127903
230,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,3h,Good,33.0,4h,Good,9.0,02/11/2018 4:00,1541127903
231,Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,72.0,3h,Good,2.0,4h,Good,7.0,02/11/2018 4:00,1541127903
232,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,3h,--,0.0,,Good,0.0,02/11/2018 5:00,1541131503
233,Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,2.0,4h,Good,52.0,5h,Good,15.0,02/11/2018 5:00,1541131503
234,Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,20.0,4h,Good,33.0,,Good,0.0,02/11/2018 5:00,1541131503
235,Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,14.0,4h,Good,28.0,,Good,0.0,02/11/2018 5:00,1541131503
236,Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,26.0,4h,Good,31.0,,Good,0.0,02/11/2018 5:00,1541131503
237,Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,30.0,4h,Good,11.0,5h,Good,9.0,02/11/2018 5:00,1541131503
238,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,4h,Good,26.0,5h,Good,10.0,02/11/2018 5:00,1541131503
239,Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,77.0,4h,Good,1.0,5h,Good,7.0,02/11/2018 5:00,1541131503
240,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,4h,--,0.0,,Good,0.0,02/11/2018 6:00,1541135103
241,Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,2.0,5h,Good,48.0,6h,Good,15.0,02/11/2018 6:00,1541135103
242,Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,14.0,5h,Good,37.0,,Good,0.0,02/11/2018 6:00,1541135103
243,Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,8.0,5h,Good,32.0,,Good,0.0,02/11/2018 6:00,1541135103
244,Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,12.0,5h,Good,53.0,,Good,0.0,02/11/2018 6:00,1541135103
245,Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,30.0,5h,Good,10.0,6h,Good,9.0,02/11/2018 6:00,1541135103
246,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,5h,Good,27.0,6h,Good,10.0,02/11/2018 6:00,1541135103
247,Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,76.0,5h,Good,1.0,6h,Good,7.0,02/11/2018 6:00,1541135103
248,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,5h,--,0.0,,Good,0.0,02/11/2018 7:00,1541138702
249,Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,23.0,6h,Good,30.0,6h,Good,15.0,02/11/2018 7:00,1541138702
250,Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,16.0,6h,Good,40.0,,Good,0.0,02/11/2018 7:00,1541138702
251,Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,8.0,6h,Good,34.0,,Good,0.0,02/11/2018 7:00,1541138702
252,Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,14.0,6h,Good,39.0,,Good,0.0,02/11/2018 7:00,1541138702
253,Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,30.0,6h,Good,11.0,6h,Good,9.0,02/11/2018 7:00,1541138702
254,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,6h,Good,29.0,6h,Good,10.0,02/11/2018 7:00,1541138702
255,Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,75.0,6h,Good,1.0,7h,Good,7.0,02/11/2018 7:00,1541138702
256,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,7h,Good,38.0,,Good,0.0,02/11/2018 8:00,1541142303
257,Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,2.0,7h,Good,52.0,8h,Good,15.0,02/11/2018 8:00,1541142303
258,Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,2.0,7h,Good,64.0,,Good,0.0,02/11/2018 8:00,1541142303
259,Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,3.0,7h,Good,46.0,,Good,0.0,02/11/2018 8:00,1541142303
260,Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,6.0,7h,Good,53.0,,Good,0.0,02/11/2018 8:00,1541142303
261,Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,28.0,7h,Good,17.0,8h,Good,9.0,02/11/2018 8:00,1541142303
262,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,7h,Good,35.0,8h,Good,10.0,02/11/2018 8:00,1541142303
263,Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,78.0,7h,Good,1.0,8h,Good,7.0,02/11/2018 8:00,1541142303
264,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,8h,Good,43.0,,Good,0.0,02/11/2018 9:00,1541145903
265,Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,7.0,8h,Good,52.0,9h,Good,15.0,02/11/2018 9:00,1541145903
266,Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,3.0,8h,Good,65.0,,Good,0.0,02/11/2018 9:00,1541145903
267,Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,2.0,8h,Good,50.0,,Good,0.0,02/11/2018 9:00,1541145903
268,Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,11.0,8h,Good,50.0,,Good,0.0,02/11/2018 9:00,1541145903
269,Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,18.0,8h,Good,31.0,9h,Good,9.0,02/11/2018 9:00,1541145903
270,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,8h,Good,39.0,9h,Good,11.0,02/11/2018 9:00,1541145903
271,Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,65.0,8h,Good,2.0,9h,Good,7.0,02/11/2018 9:00,1541145903
272,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,9h,Good,45.0,,Good,0.0,02/11/2018 10:00,1541149503
273,Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,7.0,9h,Good,60.0,10h,Good,15.0,02/11/2018 10:00,1541149503
274,Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,4.0,9h,Good,70.0,,Good,0.0,02/11/2018 10:00,1541149503
275,Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,3.0,9h,Good,59.0,,Good,0.0,02/11/2018 10:00,1541149503
276,Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,8.0,9h,Good,51.0,,Good,0.0,02/11/2018 10:00,1541149503
277,Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,20.0,9h,Good,27.0,9h,Good,9.0,02/11/2018 10:00,1541149503
278,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,9h,Good,40.0,9h,Good,11.0,02/11/2018 10:00,1541149503
279,Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,67.0,9h,Good,1.0,10h,Good,7.0,02/11/2018 10:00,1541149503
280,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,10h,Good,40.0,,Good,0.0,02/11/2018 11:00,1541153103
281,Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,6.0,10h,Good,61.0,11h,Good,15.0,02/11/2018 11:00,1541153103
282,Barcelona - Gràcia,Good,2.1534,41.3987,10h,Good,9.0,10h,Good,65.0,,Good,0.0,02/11/2018 11:00,1541153103
283,Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,3.0,10h,Good,54.0,,Good,0.0,02/11/2018 11:00,1541153103
284,Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,15.0,10h,Good,42.0,,Good,0.0,02/11/2018 11:00,1541153103
285,Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,15.0,10h,Good,28.0,11h,Good,9.0,02/11/2018 11:00,1541153103
286,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,10h,Good,39.0,11h,Good,12.0,02/11/2018 11:00,1541153103
287,Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,72.0,10h,Good,1.0,11h,Good,7.0,02/11/2018 11:00,1541153103
288,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,11h,Good,39.0,,Good,0.0,02/11/2018 12:00,1541156703
289,Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,4.0,11h,Good,76.0,12h,Good,16.0,02/11/2018 12:00,1541156703
290,Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,9.0,11h,Good,57.0,,Good,0.0,02/11/2018 12:00,1541156703
291,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,6.0,11h,Good,48.0,,Good,0.0,02/11/2018 12:00,1541156703
292,Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,33.0,11h,Good,25.0,,Good,0.0,02/11/2018 12:00,1541156703
293,Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,21.0,11h,Good,24.0,12h,Good,9.0,02/11/2018 12:00,1541156703
294,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,11h,Good,39.0,12h,Good,13.0,02/11/2018 12:00,1541156703
295,Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,75.0,11h,Good,1.0,12h,Good,7.0,02/11/2018 12:00,1541156703
296,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,11h,Good,39.0,,Good,0.0,02/11/2018 12:00,1541160303
297,Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,4.0,11h,Good,76.0,12h,Good,16.0,02/11/2018 12:00,1541160303
298,Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,9.0,11h,Good,57.0,,Good,0.0,02/11/2018 12:00,1541160303
299,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,6.0,11h,Good,48.0,,Good,0.0,02/11/2018 12:00,1541160303
300,Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,33.0,11h,Good,25.0,,Good,0.0,02/11/2018 12:00,1541160303
301,Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,21.0,11h,Good,24.0,12h,Good,9.0,02/11/2018 12:00,1541160303
302,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,11h,Good,39.0,12h,Good,13.0,02/11/2018 12:00,1541160303
303,Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,75.0,11h,Good,1.0,12h,Good,7.0,02/11/2018 12:00,1541160303
304,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,13h,Good,19.0,,Good,0.0,02/11/2018 14:00,1541163903
305,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,21.0,13h,Good,47.0,14h,Good,17.0,02/11/2018 14:00,1541163903
306,Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,28.0,13h,Good,37.0,,Good,0.0,02/11/2018 14:00,1541163903
307,Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,26.0,13h,Good,29.0,,Good,0.0,02/11/2018 14:00,1541163903
308,Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,44.0,13h,Good,15.0,,Good,0.0,02/11/2018 14:00,1541163903
309,Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,46.0,13h,Good,5.0,14h,Good,10.0,02/11/2018 14:00,1541163903
310,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,13h,Good,43.0,14h,Good,14.0,02/11/2018 14:00,1541163903
311,Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,65.0,13h,Good,4.0,14h,Good,7.0,02/11/2018 14:00,1541163903
312,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,14h,Good,15.0,,Good,0.0,02/11/2018 15:00,1541167503
313,Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,35.0,14h,Good,36.0,15h,Good,17.0,02/11/2018 15:00,1541167503
314,Barcelona - Gràcia,Good,2.1534,41.3987,14h,Good,38.0,14h,Good,31.0,,Good,0.0,02/11/2018 15:00,1541167503
315,Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,31.0,14h,Good,31.0,,Good,0.0,02/11/2018 15:00,1541167503
316,Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,49.0,14h,Good,14.0,,Good,0.0,02/11/2018 15:00,1541167503
317,Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,48.0,14h,Good,5.0,15h,Good,10.0,02/11/2018 15:00,1541167503
318,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,14h,Good,41.0,15h,Good,15.0,02/11/2018 15:00,1541167503
319,Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,59.0,14h,Good,6.0,15h,Good,7.0,02/11/2018 15:00,1541167503
320,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,15h,Good,20.0,,Good,0.0,02/11/2018 16:00,1541171103
321,Barcelona - Eixample,Good,2.1538,41.3853,15h,Good,34.0,15h,Good,40.0,16h,Good,17.0,02/11/2018 16:00,1541171103
322,Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,42.0,15h,Good,27.0,,Good,0.0,02/11/2018 16:00,1541171103
323,Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,28.0,15h,Good,38.0,,Good,0.0,02/11/2018 16:00,1541171103
324,Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,50.0,15h,Good,15.0,,Good,0.0,02/11/2018 16:00,1541171103
325,Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,45.0,15h,Good,11.0,15h,Good,10.0,02/11/2018 16:00,1541171103
326,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,15h,Good,35.0,15h,Good,15.0,02/11/2018 16:00,1541171103
327,Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,59.0,15h,Good,8.0,16h,Good,7.0,02/11/2018 16:00,1541171103
328,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,16h,Good,13.0,,Good,0.0,02/11/2018 17:00,1541174703
329,Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,33.0,16h,Good,46.0,17h,Good,17.0,02/11/2018 17:00,1541174703
330,Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,48.0,16h,Good,25.0,,Good,0.0,02/11/2018 17:00,1541174703
331,Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,42.0,16h,Good,29.0,,Good,0.0,02/11/2018 17:00,1541174703
332,Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,49.0,16h,Good,15.0,,Good,0.0,02/11/2018 17:00,1541174703
333,Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,55.0,16h,Good,5.0,17h,Good,10.0,02/11/2018 17:00,1541174703
334,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,16h,Good,30.0,17h,Good,15.0,02/11/2018 17:00,1541174703
335,Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,66.0,16h,Good,5.0,17h,Good,7.0,02/11/2018 17:00,1541174703
336,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,17h,Good,54.0,,Good,0.0,02/11/2018 18:00,1541178303
337,Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,11.0,17h,Good,76.0,18h,Good,17.0,02/11/2018 18:00,1541178303
338,Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,28.0,17h,Good,56.0,,Good,0.0,02/11/2018 18:00,1541178303
339,Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,60.0,17h,Good,18.0,,Good,0.0,02/11/2018 18:00,1541178303
340,Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,48.0,17h,Good,25.0,,Good,0.0,02/11/2018 18:00,1541178303
341,Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,33.0,17h,Good,33.0,18h,Good,10.0,02/11/2018 18:00,1541178303
342,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,17h,Good,35.0,18h,Good,15.0,02/11/2018 18:00,1541178303
343,Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,56.0,17h,Good,18.0,18h,Good,7.0,02/11/2018 18:00,1541178303
344,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,18h,Good,41.0,,Good,0.0,02/11/2018 19:00,1541181903
345,Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,8.0,18h,Good,79.0,19h,Good,17.0,02/11/2018 19:00,1541181903
346,Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,23.0,18h,Good,63.0,,Good,0.0,02/11/2018 19:00,1541181903
347,Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,39.0,18h,Good,30.0,,Good,0.0,02/11/2018 19:00,1541181903
348,Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,30.0,18h,Good,52.0,,Good,0.0,02/11/2018 19:00,1541181903
349,Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,27.0,18h,Good,43.0,18h,Good,10.0,02/11/2018 19:00,1541181903
350,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,18h,Good,55.0,18h,Good,15.0,02/11/2018 19:00,1541181903
351,Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,19.0,18h,Good,60.0,19h,Good,7.0,02/11/2018 19:00,1541181903
352,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,19h,Good,65.0,,Good,0.0,02/11/2018 20:00,1541185503
353,Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,2.0,19h,Good,89.0,20h,Good,17.0,02/11/2018 20:00,1541185503
354,Barcelona - Gràcia,Good,2.1534,41.3987,19h,Good,8.0,19h,Good,75.0,,Good,0.0,02/11/2018 20:00,1541185503
355,Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,9.0,19h,Good,61.0,,Good,0.0,02/11/2018 20:00,1541185503
356,Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,4.0,19h,Good,84.0,,Good,0.0,02/11/2018 20:00,1541185503
357,Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,1.0,19h,Good,76.0,20h,Good,10.0,02/11/2018 20:00,1541185503
358,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,19h,Good,88.0,20h,Good,16.0,02/11/2018 20:00,1541185503
359,Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,44.0,19h,Good,35.0,20h,Good,7.0,02/11/2018 20:00,1541185503
360,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,20h,Good,83.0,,Good,0.0,02/11/2018 21:00,1541189103
361,Barcelona - Eixample,Moderate,2.1538,41.3853,20h,Good,1.0,20h,Moderate,92.0,21h,Good,17.0,02/11/2018 21:00,1541189103
362,Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,2.0,20h,Good,85.0,,Good,0.0,02/11/2018 21:00,1541189103
363,Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,9.0,19h,Good,61.0,,Good,0.0,02/11/2018 21:00,1541189103
364,Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,11.0,20h,Good,67.0,,Good,0.0,02/11/2018 21:00,1541189103
365,Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,1.0,20h,Good,76.0,21h,Good,10.0,02/11/2018 21:00,1541189103
366,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,20h,Good,84.0,21h,Good,16.0,02/11/2018 21:00,1541189103
367,Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,49.0,20h,Good,21.0,21h,Good,7.0,02/11/2018 21:00,1541189103
368,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,21h,Good,75.0,,Good,0.0,02/11/2018 22:00,1541192703
369,Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,2.0,21h,Good,88.0,22h,Good,18.0,02/11/2018 22:00,1541192703
370,Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,4.0,21h,Good,68.0,,Good,0.0,02/11/2018 22:00,1541192703
371,Barcelona - Ciutadella,--,2.1874,41.3864,20h,--,0.0,20h,--,0.0,,Good,0.0,02/11/2018 22:00,1541192703
372,Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,11.0,21h,Good,53.0,,Good,0.0,02/11/2018 22:00,1541192703
373,Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,21.0,21h,Good,40.0,21h,Good,10.0,02/11/2018 22:00,1541192703
374,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,21h,Good,83.0,21h,Good,16.0,02/11/2018 22:00,1541192703
375,Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,33.0,21h,Good,28.0,22h,Good,7.0,02/11/2018 22:00,1541192703
376,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,,Good,0.0,,Good,0.0,02/11/2018 23:00,1541196303
377,Barcelona - Eixample,Good,2.1538,41.3853,,Good,0.0,,Good,0.0,23h,Good,18.0,02/11/2018 23:00,1541196303
378,Barcelona - Gràcia,--,2.1534,41.3987,,Good,0.0,,Good,0.0,,Good,0.0,02/11/2018 23:00,1541196303
379,Barcelona - Ciutadella,--,2.1874,41.3864,,Good,0.0,,Good,0.0,,Good,0.0,02/11/2018 23:00,1541196303
380,Barcelona - Vall Hebron,--,2.148,41.4261,,Good,0.0,,Good,0.0,,Good,0.0,02/11/2018 23:00,1541196303
381,Barcelona - Palau Reial,Good,2.1151,41.3875,,Good,0.0,,Good,0.0,23h,Good,10.0,02/11/2018 23:00,1541196303
