,Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
3411,Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,68.0,19h,Good,7.0,,Good,0.0,18/11/2018 20:00,1542567902
3412,Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,38.0,19h,Good,39.0,19h,Good,8.0,18/11/2018 20:00,1542567902
3413,Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,46.0,19h,Good,22.0,19h,Good,9.0,18/11/2018 20:00,1542567902
3414,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,19h,Good,8.0,19h,Good,12.0,18/11/2018 20:00,1542567902
3415,Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,68.0,19h,Good,16.0,19h,Good,6.0,18/11/2018 20:00,1542567902
3416,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,18h,--,0.0,,Good,0.0,18/11/2018 21:00,1542571502
3417,Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,53.0,20h,Good,32.0,20h,Good,14.0,18/11/2018 21:00,1542571502
3418,Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,65.0,20h,Good,14.0,,Good,0.0,18/11/2018 21:00,1542571502
3419,Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,70.0,20h,Good,6.0,,Good,0.0,18/11/2018 21:00,1542571502
3420,Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,69.0,20h,Good,13.0,20h,Good,8.0,18/11/2018 21:00,1542571502
3421,Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,59.0,20h,Good,11.0,20h,Good,9.0,18/11/2018 21:00,1542571502
3422,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,20h,Good,7.0,20h,Good,12.0,18/11/2018 21:00,1542571502
3423,Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,78.0,20h,Good,7.0,20h,Good,6.0,18/11/2018 21:00,1542571502
3424,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,19h,--,0.0,,Good,0.0,18/11/2018 22:00,1542575101
3425,Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,56.0,21h,Good,30.0,21h,Good,14.0,18/11/2018 22:00,1542575101
3426,Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,67.0,21h,Good,14.0,,Good,0.0,18/11/2018 22:00,1542575101
3427,Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,72.0,21h,Good,6.0,,Good,0.0,18/11/2018 22:00,1542575101
3428,Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,70.0,21h,Good,13.0,21h,Good,8.0,18/11/2018 22:00,1542575101
3429,Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,60.0,21h,Good,11.0,21h,Good,9.0,18/11/2018 22:00,1542575101
3430,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,21h,Good,6.0,21h,Good,13.0,18/11/2018 22:00,1542575101
3431,Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,76.0,21h,Good,10.0,21h,Good,6.0,18/11/2018 22:00,1542575101
3432,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,22h,Good,13.0,,Good,0.0,18/11/2018 23:00,1542578702
3433,Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,60.0,22h,Good,24.0,22h,Good,14.0,18/11/2018 23:00,1542578702
3434,Barcelona - Gràcia,Good,2.1534,41.3987,22h,Good,69.0,22h,Good,10.0,,Good,0.0,18/11/2018 23:00,1542578702
3435,Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,72.0,22h,Good,5.0,,Good,0.0,18/11/2018 23:00,1542578702
3436,Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,73.0,22h,Good,10.0,22h,Good,8.0,18/11/2018 23:00,1542578702
3437,Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,61.0,22h,Good,9.0,22h,Good,10.0,18/11/2018 23:00,1542578702
3438,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,22h,Good,6.0,22h,Good,14.0,18/11/2018 23:00,1542578702
3439,Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,80.0,22h,Good,6.0,22h,Good,7.0,18/11/2018 23:00,1542578702
3440,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,23h,Good,11.0,,Good,0.0,19/11/2018 0:00,1542582302
3441,Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,61.0,23h,Good,19.0,23h,Good,15.0,19/11/2018 0:00,1542582302
3442,Barcelona - Gràcia,Good,2.1534,41.3987,23h,Good,69.0,23h,Good,9.0,,Good,0.0,19/11/2018 0:00,1542582302
3443,Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,72.0,23h,Good,5.0,,Good,0.0,19/11/2018 0:00,1542582302
3444,Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,72.0,23h,Good,9.0,23h,Good,8.0,19/11/2018 0:00,1542582302
3445,Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,63.0,23h,Good,6.0,23h,Good,10.0,19/11/2018 0:00,1542582302
3446,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,5.0,0h,Good,15.0,19/11/2018 0:00,1542582302
3447,Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,79.0,23h,Good,6.0,23h,Good,7.0,19/11/2018 0:00,1542582302
3448,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,0h,Good,11.0,,Good,0.0,19/11/2018 1:00,1542585901
3449,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,56.0,0h,Good,22.0,0h,Good,15.0,19/11/2018 1:00,1542585901
3450,Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,65.0,0h,Good,10.0,,Good,0.0,19/11/2018 1:00,1542585901
3451,Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,71.0,0h,Good,5.0,,Good,0.0,19/11/2018 1:00,1542585901
3452,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,51.0,0h,Good,19.0,0h,Good,9.0,19/11/2018 1:00,1542585901
3453,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,57.0,0h,Good,9.0,0h,Good,11.0,19/11/2018 1:00,1542585901
3454,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,13.0,0h,Good,15.0,19/11/2018 1:00,1542585901
3455,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,70.0,0h,Good,9.0,0h,Good,8.0,19/11/2018 1:00,1542585901
3456,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,1h,Good,12.0,,Good,0.0,19/11/2018 2:00,1542589502
3457,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,56.0,0h,Good,22.0,1h,Good,15.0,19/11/2018 2:00,1542589502
3458,Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,65.0,1h,Good,8.0,,Good,0.0,19/11/2018 2:00,1542589502
3459,Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,60.0,1h,Good,16.0,,Good,0.0,19/11/2018 2:00,1542589502
3460,Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,54.0,1h,Good,15.0,1h,Good,9.0,19/11/2018 2:00,1542589502
3461,Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,53.0,1h,Good,8.0,1h,Good,11.0,19/11/2018 2:00,1542589502
3462,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,1h,Good,12.0,1h,Good,16.0,19/11/2018 2:00,1542589502
3463,Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,71.0,1h,Good,7.0,1h,Good,8.0,19/11/2018 2:00,1542589502
3464,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,2h,Good,14.0,,Good,0.0,19/11/2018 3:00,1542593102
3465,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,56.0,0h,Good,22.0,2h,Good,16.0,19/11/2018 3:00,1542593102
3466,Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,53.0,2h,Good,12.0,,Good,0.0,19/11/2018 3:00,1542593102
3467,Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,58.0,2h,Good,15.0,,Good,0.0,19/11/2018 3:00,1542593102
3468,Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,57.0,2h,Good,12.0,2h,Good,9.0,19/11/2018 3:00,1542593102
3469,Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,53.0,2h,Good,7.0,2h,Good,11.0,19/11/2018 3:00,1542593102
3470,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,2h,Good,7.0,2h,Good,16.0,19/11/2018 3:00,1542593102
3471,Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,73.0,2h,Good,6.0,2h,Good,8.0,19/11/2018 3:00,1542593102
3472,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,3h,Good,15.0,,Good,0.0,19/11/2018 4:00,1542596702
3473,Barcelona - Eixample,Good,2.1538,41.3853,1h,--,0.0,1h,--,0.0,3h,Good,16.0,19/11/2018 4:00,1542596702
3474,Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,49.0,3h,Good,13.0,,Good,0.0,19/11/2018 4:00,1542596702
3475,Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,57.0,3h,Good,13.0,,Good,0.0,19/11/2018 4:00,1542596702
3476,Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,58.0,3h,Good,11.0,3h,Good,9.0,19/11/2018 4:00,1542596702
3477,Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,54.0,3h,Good,6.0,3h,Good,12.0,19/11/2018 4:00,1542596702
3478,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,3h,Good,9.0,3h,Good,17.0,19/11/2018 4:00,1542596702
3479,Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,73.0,3h,Good,6.0,3h,Good,8.0,19/11/2018 4:00,1542596702
3480,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,4h,Good,12.0,,Good,0.0,19/11/2018 5:00,1542600302
3481,Barcelona - Eixample,Good,2.1538,41.3853,2h,--,0.0,2h,--,0.0,4h,Good,17.0,19/11/2018 5:00,1542600302
3482,Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,54.0,4h,Good,10.0,,Good,0.0,19/11/2018 5:00,1542600302
3483,Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,59.0,4h,Good,8.0,,Good,0.0,19/11/2018 5:00,1542600302
3484,Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,57.0,4h,Good,12.0,4h,Good,10.0,19/11/2018 5:00,1542600302
3485,Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,54.0,4h,Good,7.0,4h,Good,12.0,19/11/2018 5:00,1542600302
3486,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,4h,Good,6.0,4h,Good,17.0,19/11/2018 5:00,1542600302
3487,Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,74.0,4h,Good,6.0,4h,Good,9.0,19/11/2018 5:00,1542600302
3488,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,5h,Good,12.0,,Good,0.0,19/11/2018 6:00,1542603901
3489,Barcelona - Eixample,Good,2.1538,41.3853,3h,--,0.0,3h,--,0.0,5h,Good,17.0,19/11/2018 6:00,1542603901
3490,Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,51.0,5h,Good,12.0,,Good,0.0,19/11/2018 6:00,1542603901
3491,Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,62.0,5h,Good,6.0,,Good,0.0,19/11/2018 6:00,1542603901
3492,Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,63.0,5h,Good,8.0,5h,Good,10.0,19/11/2018 6:00,1542603901
3493,Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,58.0,5h,Good,4.0,5h,Good,12.0,19/11/2018 6:00,1542603901
3494,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,5h,Good,6.0,5h,Good,17.0,19/11/2018 6:00,1542603901
3495,Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,75.0,5h,Good,5.0,5h,Good,9.0,19/11/2018 6:00,1542603901
3496,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,6h,Good,13.0,,Good,0.0,19/11/2018 7:00,1542607502
3497,Barcelona - Eixample,Good,2.1538,41.3853,4h,--,0.0,4h,--,0.0,6h,Good,18.0,19/11/2018 7:00,1542607502
3498,Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,49.0,6h,Good,16.0,,Good,0.0,19/11/2018 7:00,1542607502
3499,Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,61.0,6h,Good,10.0,,Good,0.0,19/11/2018 7:00,1542607502
3500,Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,57.0,6h,Good,15.0,6h,Good,10.0,19/11/2018 7:00,1542607502
3501,Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,57.0,6h,Good,6.0,6h,Good,13.0,19/11/2018 7:00,1542607502
3502,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,6h,Good,10.0,6h,Good,17.0,19/11/2018 7:00,1542607502
3503,Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,75.0,6h,Good,7.0,6h,Good,9.0,19/11/2018 7:00,1542607502
3504,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,7h,Good,20.0,,Good,0.0,19/11/2018 8:00,1542611102
3505,Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,41.0,7h,Good,36.0,7h,Good,17.0,19/11/2018 8:00,1542611102
3506,Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,50.0,7h,Good,21.0,,Good,0.0,19/11/2018 8:00,1542611102
3507,Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,49.0,7h,Good,25.0,,Good,0.0,19/11/2018 8:00,1542611102
3508,Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,49.0,7h,Good,24.0,7h,Good,10.0,19/11/2018 8:00,1542611102
3509,Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,50.0,7h,Good,14.0,7h,Good,13.0,19/11/2018 8:00,1542611102
3510,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,7h,Good,19.0,7h,Good,18.0,19/11/2018 8:00,1542611102
3511,Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,74.0,7h,Good,7.0,7h,Good,10.0,19/11/2018 8:00,1542611102
3512,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,8h,Good,37.0,,Good,0.0,19/11/2018 9:00,1542614701
3513,Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,20.0,8h,Good,67.0,8h,Good,18.0,19/11/2018 9:00,1542614701
3514,Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,43.0,8h,Good,36.0,,Good,0.0,19/11/2018 9:00,1542614701
3515,Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,48.0,8h,Good,32.0,,Good,0.0,19/11/2018 9:00,1542614701
3516,Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,37.0,8h,Good,43.0,8h,Good,11.0,19/11/2018 9:00,1542614701
3517,Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,39.0,8h,Good,29.0,8h,Good,14.0,19/11/2018 9:00,1542614701
3518,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,8h,Good,27.0,8h,Good,18.0,19/11/2018 9:00,1542614701
3519,Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,73.0,8h,Good,10.0,8h,Good,10.0,19/11/2018 9:00,1542614701
3520,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,9h,Good,50.0,,Good,0.0,19/11/2018 10:00,1542618302
3521,Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,12.0,9h,Good,77.0,9h,Good,19.0,19/11/2018 10:00,1542618302
3522,Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,33.0,9h,Good,47.0,,Good,0.0,19/11/2018 10:00,1542618302
3523,Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,37.0,9h,Good,43.0,,Good,0.0,19/11/2018 10:00,1542618302
3524,Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,35.0,9h,Good,43.0,9h,Good,11.0,19/11/2018 10:00,1542618302
3525,Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,24.0,9h,Good,50.0,9h,Good,14.0,19/11/2018 10:00,1542618302
3526,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,9h,Good,40.0,9h,Good,18.0,19/11/2018 10:00,1542618302
3527,Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,71.0,9h,Good,11.0,9h,Good,10.0,19/11/2018 10:00,1542618302
3528,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,10h,Good,48.0,,Good,0.0,19/11/2018 11:00,1542621902
3529,Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,14.0,10h,Good,76.0,10h,Good,20.0,19/11/2018 11:00,1542621902
3530,Barcelona - Gràcia,Good,2.1534,41.3987,10h,Good,34.0,10h,Good,48.0,,Good,0.0,19/11/2018 11:00,1542621902
3531,Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,41.0,10h,Good,37.0,,Good,0.0,19/11/2018 11:00,1542621902
3532,Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,31.0,10h,Good,48.0,11h,Good,12.0,19/11/2018 11:00,1542621902
3533,Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,30.0,10h,Good,41.0,10h,Good,14.0,19/11/2018 11:00,1542621902
3534,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,10h,Good,41.0,10h,Good,19.0,19/11/2018 11:00,1542621902
3535,Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,68.0,10h,Good,13.0,10h,Good,11.0,19/11/2018 11:00,1542621902
3536,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,11h,Good,36.0,,Good,0.0,19/11/2018 12:00,1542625501
3537,Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,20.0,11h,Good,67.0,11h,Good,21.0,19/11/2018 12:00,1542625501
3538,Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,47.0,11h,Good,32.0,,Good,0.0,19/11/2018 12:00,1542625501
3539,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,49.0,11h,Good,25.0,,Good,0.0,19/11/2018 12:00,1542625501
3540,Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,47.0,11h,Good,30.0,11h,Good,12.0,19/11/2018 12:00,1542625501
3541,Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,43.0,11h,Good,25.0,11h,Good,15.0,19/11/2018 12:00,1542625501
3542,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,11h,Good,32.0,11h,Good,20.0,19/11/2018 12:00,1542625501
3543,Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,68.0,11h,Good,10.0,11h,Good,11.0,19/11/2018 12:00,1542625501
3544,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,12h,Good,25.0,,Good,0.0,19/11/2018 13:00,1542629103
3545,Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,37.0,12h,Good,48.0,12h,Good,21.0,19/11/2018 13:00,1542629103
3546,Barcelona - Gràcia,Good,2.1534,41.3987,12h,Good,53.0,12h,Good,27.0,,Good,0.0,19/11/2018 13:00,1542629103
3547,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,49.0,11h,Good,25.0,,Good,0.0,19/11/2018 13:00,1542629103
3548,Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,64.0,12h,Good,15.0,12h,Good,13.0,19/11/2018 13:00,1542629103
3549,Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,53.0,12h,Good,15.0,12h,Good,15.0,19/11/2018 13:00,1542629103
3550,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,12h,Good,25.0,12h,Good,20.0,19/11/2018 13:00,1542629103
3551,Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,70.0,12h,Good,10.0,12h,Good,12.0,19/11/2018 13:00,1542629103
3552,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,12h,Good,25.0,,Good,0.0,19/11/2018 14:00,1542632701
3553,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,38.0,13h,Good,50.0,13h,Good,22.0,19/11/2018 14:00,1542632701
3554,Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,56.0,13h,Good,28.0,,Good,0.0,19/11/2018 14:00,1542632701
3555,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,49.0,11h,Good,25.0,,Good,0.0,19/11/2018 14:00,1542632701
3556,Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,66.0,13h,Good,15.0,13h,Good,14.0,19/11/2018 14:00,1542632701
3557,Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,58.0,13h,Good,11.0,13h,Good,15.0,19/11/2018 14:00,1542632701
3558,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,13h,Good,19.0,13h,Good,21.0,19/11/2018 14:00,1542632701
3559,Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,73.0,13h,Good,9.0,13h,Good,12.0,19/11/2018 14:00,1542632701
3560,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,12h,Good,25.0,,Good,0.0,19/11/2018 15:00,1542636302
3561,Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,43.0,14h,Good,45.0,14h,Good,23.0,19/11/2018 15:00,1542636302
3562,Barcelona - Gràcia,Good,2.1534,41.3987,14h,Good,56.0,14h,Good,26.0,,Good,0.0,19/11/2018 15:00,1542636302
3563,Barcelona - Ciutadella,--,2.1874,41.3864,12h,--,0.0,12h,--,0.0,,Good,0.0,19/11/2018 15:00,1542636302
3564,Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,53.0,14h,Good,22.0,14h,Good,14.0,19/11/2018 15:00,1542636302
3565,Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,53.0,14h,Good,17.0,14h,Good,16.0,19/11/2018 15:00,1542636302
3566,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,14h,Good,14.0,14h,Good,21.0,19/11/2018 15:00,1542636302
3567,Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,62.0,14h,Good,15.0,14h,Good,13.0,19/11/2018 15:00,1542636302
3568,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,13h,--,0.0,,Good,0.0,19/11/2018 16:00,1542639902
3569,Barcelona - Eixample,Good,2.1538,41.3853,15h,Good,39.0,15h,Good,52.0,15h,Good,23.0,19/11/2018 16:00,1542639902
3570,Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,57.0,15h,Good,23.0,,Good,0.0,19/11/2018 16:00,1542639902
3571,Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,60.0,15h,Good,15.0,,Good,0.0,19/11/2018 16:00,1542639902
3572,Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,56.0,15h,Good,22.0,15h,Good,14.0,19/11/2018 16:00,1542639902
3573,Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,56.0,15h,Good,14.0,15h,Good,16.0,19/11/2018 16:00,1542639902
3574,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,15h,Good,14.0,15h,Good,21.0,19/11/2018 16:00,1542639902
3575,Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,64.0,15h,Good,13.0,15h,Good,14.0,19/11/2018 16:00,1542639902
3576,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,14h,--,0.0,,Good,0.0,19/11/2018 17:00,1542643501
3577,Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,33.0,16h,Good,54.0,16h,Good,24.0,19/11/2018 17:00,1542643501
3578,Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,48.0,16h,Good,30.0,,Good,0.0,19/11/2018 17:00,1542643501
3579,Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,59.0,16h,Good,14.0,,Good,0.0,19/11/2018 17:00,1542643501
3580,Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,54.0,16h,Good,19.0,16h,Good,15.0,19/11/2018 17:00,1542643501
3581,Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,46.0,16h,Good,20.0,16h,Good,16.0,19/11/2018 17:00,1542643501
3582,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,16h,Good,16.0,16h,Good,21.0,19/11/2018 17:00,1542643501
3583,Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,63.0,16h,Good,12.0,16h,Good,14.0,19/11/2018 17:00,1542643501
3584,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,15h,--,0.0,,Good,0.0,19/11/2018 18:00,1542647102
3585,Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,23.0,17h,Good,69.0,17h,Good,24.0,19/11/2018 18:00,1542647102
3586,Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,42.0,17h,Good,38.0,,Good,0.0,19/11/2018 18:00,1542647102
3587,Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,53.0,17h,Good,18.0,,Good,0.0,19/11/2018 18:00,1542647102
3588,Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,41.0,17h,Good,35.0,17h,Good,15.0,19/11/2018 18:00,1542647102
3589,Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,38.0,17h,Good,31.0,17h,Good,16.0,19/11/2018 18:00,1542647102
3590,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,17h,Good,22.0,17h,Good,21.0,19/11/2018 18:00,1542647102
3591,Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,64.0,17h,Good,12.0,17h,Good,14.0,19/11/2018 18:00,1542647102
3592,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,16h,--,0.0,,Good,0.0,19/11/2018 19:00,1542650702
3593,Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,18.0,18h,Good,72.0,18h,Good,25.0,19/11/2018 19:00,1542650702
3594,Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,36.0,18h,Good,45.0,,Good,0.0,19/11/2018 19:00,1542650702
3595,Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,47.0,18h,Good,25.0,,Good,0.0,19/11/2018 19:00,1542650702
3596,Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,35.0,18h,Good,40.0,18h,Good,15.0,19/11/2018 19:00,1542650702
3597,Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,37.0,18h,Good,30.0,18h,Good,16.0,19/11/2018 19:00,1542650702
3598,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,18h,Good,35.0,18h,Good,21.0,19/11/2018 19:00,1542650702
3599,Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,49.0,18h,Good,25.0,18h,Good,15.0,19/11/2018 19:00,1542650702
3600,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,17h,--,0.0,,Good,0.0,19/11/2018 20:00,1542654302
